order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,order_status
ORD00102,CUST0172,PRD0022,2026-01-12,1,2508.17,5.0,Completed
ORD00103,CUST0147,PRD0051,2025-12-14,2,6491.84,5.0,Completed
ORD00104,CUST0148,PRD0011,2026-02-11,1,9472.34,5.0,Completed
ORD00105,CUST0196,PRD0008,2025-09-04,3,2013.05,10.0,Completed
ORD00106,CUST0145,PRD0034,2026-08-20,1,655.7,15.0,Returned
ORD00107,CUST0180,PRD0050,2026-06-13,2,6637.65,20.0,Completed
ORD00108,CUST0033,PRD0010,2026-05-12,2,5761.17,0.0,Cancelled
ORD00109,CUST0176,PRD0009,2026-01-14,1,8336.91,10.0,Completed
ORD00110,CUST0100,PRD0026,2025-08-18,1,293.95,5.0,Completed
ORD00111,CUST0142,PRD0012,2026-07-24,1,3717.87,10.0,Completed
ORD00112,CUST0009,PRD0037,2025-11-17,1,1038.12,0.0,Completed
ORD00113,CUST0117,PRD0042,2025-06-27,1,4605.81,0.0,Completed
ORD00114,CUST0083,PRD0023,2025-11-17,1,1977.17,15.0,Completed
ORD00115,CUST0148,PRD0022,2026-06-03,1,2508.17,15.0,Completed
ORD00116,CUST0116,PRD0042,2026-03-23,2,4605.81,0.0,Completed
ORD00117,CUST0115,PRD0045,2026-05-16,1,4085.54,0.0,Completed
ORD00118,CUST0152,PRD0016,2026-06-03,2,2062.6,10.0,Completed
ORD00119,CUST0198,PRD0004,2025-09-16,1,6852.73,0.0,Completed
ORD00120,CUST0172,PRD0041,2026-07-25,1,4725.1,5.0,Completed
ORD00121,CUST0144,PRD0027,2025-12-31,2,4596.48,15.0,Completed
ORD00122,CUST0176,PRD0023,2026-03-30,1,1977.17,5.0,Completed
ORD00123,CUST0007,PRD0018,2026-08-22,1,2653.32,0.0,Completed
ORD00124,CUST0018,PRD0023,2025-10-19,1,1977.17,15.0,Completed
ORD00125,CUST0036,PRD0016,2025-07-03,2,2062.6,0.0,Completed
ORD00126,CUST0163,PRD0013,2026-01-10,1,4434.32,5.0,Completed
ORD00127,CUST0001,PRD0041,2025-08-06,1,4725.1,20.0,Completed
ORD00128,CUST0117,PRD0043,2025-08-18,2,475.04,10.0,Completed
ORD00129,CUST0219,PRD0032,2026-03-27,3,6319.63,0.0,Completed
ORD00130,CUST0044,PRD0014,2025-12-11,1,6201.66,5.0,Completed
ORD00131,CUST0015,PRD0046,2026-07-25,1,5980.45,0.0,Completed
ORD00132,CUST0197,PRD0011,2025-11-07,2,9472.34,0.0,Completed
ORD00133,CUST0025,PRD0045,2026-05-06,1,4085.54,10.0,Completed
ORD00134,CUST0171,PRD0012,2026-01-11,1,3717.87,5.0,Completed
ORD00135,CUST0155,PRD0010,2026-04-08,1,5761.17,10.0,Returned
ORD00136,CUST0073,PRD0011,2026-03-13,1,9472.34,0.0,Completed
ORD00137,CUST0005,PRD0037,2026-01-16,1,1038.12,0.0,Completed
ORD00138,CUST0103,PRD0001,2026-08-05,1,1303.73,10.0,Completed
ORD00139,CUST0157,PRD0051,2025-11-17,2,6491.84,5.0,Completed
ORD00140,CUST0102,PRD0033,2025-08-30,1,2005.79,10.0,Completed
ORD00141,CUST0117,PRD0015,2026-04-16,1,822.98,15.0,Completed
ORD00142,CUST0004,PRD0016,2026-06-24,1,2062.6,0.0,Completed
ORD00143,CUST0147,PRD0030,2025-06-22,2,6312.47,20.0,Completed
ORD00144,CUST0159,PRD0038,2026-01-06,2,1768.06,5.0,Completed
ORD00145,CUST0111,PRD0042,2026-07-13,2,4605.81,5.0,Completed
ORD00146,CUST0114,PRD0005,2026-05-16,1,2020.45,15.0,Completed
ORD00147,CUST0088,PRD0020,2026-08-21,1,4570.82,10.0,Completed
ORD00148,CUST0219,PRD0048,2026-02-11,2,4416.63,10.0,Completed
ORD00149,CUST0055,PRD0002,2026-04-08,2,1360.82,5.0,Completed
ORD00150,CUST0218,PRD0023,2025-10-30,1,1977.17,10.0,Completed
ORD00151,CUST0118,PRD0031,2026-08-04,1,7159.37,0.0,Completed
ORD00152,CUST0005,PRD0051,2025-11-29,2,6491.84,5.0,Completed
ORD00153,CUST0140,PRD0011,2026-05-11,3,9472.34,10.0,Completed
ORD00154,CUST0143,PRD0025,2025-12-15,1,526.88,5.0,Completed
ORD00155,CUST0178,PRD0016,2026-02-24,2,2062.6,0.0,Completed
ORD00156,CUST0143,PRD0004,2026-05-03,1,6852.73,0.0,Completed
ORD00157,CUST0209,PRD0002,2026-02-01,1,1360.82,0.0,Completed
ORD00158,CUST0151,PRD0014,2026-07-19,2,6201.66,0.0,Cancelled
ORD00159,CUST0139,PRD0046,2025-12-23,2,5980.45,5.0,Completed
ORD00160,CUST0136,PRD0029,2026-04-02,2,4297.64,15.0,Returned
ORD00161,CUST0018,PRD0016,2025-11-17,1,2062.6,10.0,Completed
ORD00162,CUST0219,PRD0054,2025-12-18,1,3775.54,0.0,Completed
ORD00163,CUST0169,PRD0026,2026-01-01,1,293.95,0.0,Completed
ORD00164,CUST0033,PRD0028,2025-08-04,1,6533.23,10.0,Completed
ORD00165,CUST0036,PRD0027,2025-07-18,1,4596.48,0.0,Completed
ORD00166,CUST0117,PRD0055,2026-04-11,2,5178.41,0.0,Completed
ORD00167,CUST0073,PRD0024,2026-04-06,2,686.07,5.0,Completed
ORD00168,CUST0108,PRD0012,2026-04-09,2,3717.87,0.0,Completed
ORD00169,CUST0170,PRD0011,2025-06-11,1,9472.34,0.0,Completed
ORD00170,CUST0096,PRD0031,2025-11-10,1,7159.37,0.0,Completed
ORD00171,CUST0182,PRD0011,2025-09-09,2,9472.34,0.0,Completed
ORD00172,CUST0146,PRD0002,2026-05-27,1,1360.82,0.0,Completed
ORD00173,CUST0110,PRD0016,2026-06-30,1,2062.6,5.0,Completed
ORD00174,CUST0216,PRD0005,2025-10-03,2,2020.45,5.0,Completed
ORD00175,CUST0073,PRD0040,2026-04-11,1,1731.63,15.0,Completed
ORD00176,CUST0056,PRD0005,2025-08-06,3,2020.45,15.0,Completed
ORD00177,CUST0078,PRD0018,2025-10-17,1,2653.32,5.0,Completed
ORD00178,CUST0127,PRD0055,2025-08-11,1,5178.41,10.0,Completed
ORD00179,CUST0143,PRD0028,2025-10-21,2,6533.23,0.0,Completed
ORD00180,CUST0054,PRD0018,2026-04-14,1,2653.32,0.0,Completed
ORD00181,CUST0213,PRD0054,2026-07-20,3,3775.54,0.0,Completed
ORD00182,CUST0196,PRD0007,2025-09-12,1,2343.73,10.0,Completed
ORD00183,CUST0117,PRD0042,2026-02-16,1,4605.81,5.0,Completed
ORD00184,CUST0139,PRD0051,2026-04-25,1,6491.84,10.0,Completed
ORD00185,CUST0061,PRD0040,2026-08-06,3,1731.63,15.0,Completed
ORD00186,CUST0219,PRD0008,2026-03-17,3,2013.05,0.0,Completed
ORD00187,CUST0117,PRD0026,2025-10-07,1,293.95,10.0,Completed
ORD00188,CUST0186,PRD0018,2026-03-24,1,2653.32,10.0,Completed
ORD00189,CUST0045,PRD0052,2025-11-07,1,8157.57,0.0,Completed
ORD00190,CUST0135,PRD0012,2026-08-15,1,3717.87,0.0,Completed
ORD00191,CUST0170,PRD0042,2025-12-14,1,4605.81,10.0,Completed
ORD00192,CUST0219,PRD0025,2026-04-19,1,526.88,0.0,Completed
ORD00193,CUST0138,PRD0023,2025-06-13,2,1977.17,0.0,Completed
ORD00194,CUST0206,PRD0020,2025-12-14,3,4570.82,0.0,Completed
ORD00195,CUST0010,PRD0012,2026-07-06,1,3717.87,10.0,Completed
ORD00196,CUST0114,PRD0005,2026-03-17,2,2020.45,0.0,Completed
ORD00197,CUST0155,PRD0038,2026-01-03,1,1768.06,10.0,Completed
ORD00198,CUST0002,PRD0030,2026-07-30,1,6312.47,15.0,Completed
ORD00199,CUST0060,PRD0011,2026-06-27,1,9472.34,5.0,Completed
ORD00200,CUST0152,PRD0011,2025-11-08,1,9472.34,15.0,Completed
ORD00201,CUST0091,PRD0027,2026-02-17,2,4596.48,0.0,Completed
ORD00202,CUST0150,PRD0055,2026-01-24,1,5178.41,10.0,Cancelled
ORD00203,CUST0148,PRD0046,2026-03-27,1,5980.45,0.0,Completed
ORD00204,CUST0033,PRD0008,2025-11-14,1,2013.05,5.0,Completed
ORD00205,CUST0217,PRD0023,2025-10-02,3,1977.17,20.0,Completed
ORD00206,CUST0207,PRD0025,2026-07-21,1,526.88,0.0,Returned
ORD00207,CUST0191,PRD0030,2026-07-25,1,6312.47,10.0,Completed
ORD00208,CUST0104,PRD0005,2026-06-23,1,2020.45,5.0,Completed
ORD00209,CUST0121,PRD0039,2026-08-16,1,575.52,15.0,Completed
ORD00210,CUST0110,PRD0031,2026-05-14,1,7159.37,0.0,Completed
ORD00211,CUST0047,PRD0008,2026-05-22,1,2013.05,10.0,Completed
ORD00212,CUST0218,PRD0011,2026-05-21,1,9472.34,0.0,Completed
ORD00213,CUST0056,PRD0017,2026-01-19,3,912.42,20.0,Completed
ORD00214,CUST0054,PRD0016,2026-01-09,1,2062.6,15.0,Completed
ORD00215,CUST0182,PRD0052,2025-09-30,1,8157.57,15.0,Completed
ORD00216,CUST0182,PRD0029,2026-04-01,1,4297.64,5.0,Completed
ORD00217,CUST0199,PRD0050,2025-10-23,2,6637.65,0.0,Completed
ORD00218,CUST0218,PRD0017,2025-10-08,2,912.42,0.0,Completed
ORD00219,CUST0010,PRD0014,2026-03-07,3,6201.66,0.0,Cancelled
ORD00220,CUST0087,PRD0032,2025-12-19,1,6319.63,20.0,Completed
ORD00221,CUST0157,PRD0052,2025-09-20,1,8157.57,10.0,Completed
ORD00222,CUST0093,PRD0042,2026-06-12,1,4605.81,10.0,Completed
ORD00223,CUST0086,PRD0045,2026-06-30,1,4085.54,20.0,Completed
ORD00224,CUST0172,PRD0003,2025-08-25,1,3034.38,0.0,Completed
ORD00225,CUST0104,PRD0050,2025-06-04,1,6637.65,0.0,Cancelled
ORD00226,CUST0074,PRD0012,2025-11-15,1,3717.87,0.0,Completed
ORD00227,CUST0042,PRD0026,2026-06-04,1,293.95,0.0,Completed
ORD00228,CUST0119,PRD0050,2026-06-21,2,6637.65,0.0,Completed
ORD00229,CUST0018,PRD0051,2025-08-11,3,6491.84,0.0,Completed
ORD00230,CUST0082,PRD0011,2026-05-26,1,9472.34,0.0,Completed
ORD00231,CUST0074,PRD0024,2025-07-30,1,686.07,0.0,Completed
ORD00232,CUST0072,PRD0052,2025-12-09,1,8157.57,0.0,Completed
ORD00233,CUST0180,PRD0019,2026-08-24,1,1543.79,5.0,Returned
ORD00234,CUST0196,PRD0049,2025-09-07,1,4086.59,5.0,Cancelled
ORD00235,CUST0147,PRD0034,2025-08-18,1,655.7,10.0,Completed
ORD00236,CUST0073,PRD0043,2025-12-24,1,475.04,5.0,Completed
ORD00237,CUST0116,PRD0002,2026-03-22,1,1360.82,0.0,Completed
ORD00238,CUST0094,PRD0051,2026-07-29,1,6491.84,15.0,Returned
ORD00239,CUST0158,PRD0031,2026-08-17,2,7159.37,0.0,Completed
ORD00240,CUST0147,PRD0017,2025-07-07,1,912.42,20.0,Completed
ORD00241,CUST0147,PRD0016,2025-08-10,1,2062.6,10.0,Completed
ORD00242,CUST0184,PRD0027,2026-06-01,2,4596.48,15.0,Completed
ORD00243,CUST0100,PRD0034,2025-10-14,2,655.7,5.0,Completed
ORD00244,CUST0127,PRD0036,2026-07-10,1,5758.15,0.0,Completed
ORD00245,CUST0083,PRD0040,2026-04-09,2,1731.63,0.0,Completed
ORD00246,CUST0147,PRD0018,2025-07-28,1,2653.32,0.0,Completed
ORD00247,CUST0022,PRD0037,2026-06-19,2,1038.12,10.0,Completed
ORD00248,CUST0056,PRD0011,2025-08-30,1,9472.34,0.0,Completed
ORD00249,CUST0147,PRD0033,2025-12-25,1,2005.79,5.0,Completed
ORD00250,CUST0072,PRD0029,2026-02-20,2,4297.64,0.0,Completed
ORD00251,CUST0076,PRD0042,2026-01-29,3,4605.81,0.0,Completed
ORD00252,CUST0032,PRD0007,2026-04-19,1,2343.73,0.0,Completed
ORD00253,CUST0187,PRD0024,2026-04-05,1,686.07,0.0,Completed
ORD00254,CUST0147,PRD0023,2026-08-22,1,1977.17,5.0,Completed
ORD00255,CUST0064,PRD0040,2026-08-24,2,1731.63,0.0,Completed
ORD00256,CUST0129,PRD0003,2026-02-05,1,3034.38,5.0,Completed
ORD00257,CUST0172,PRD0047,2025-07-20,1,3143.69,10.0,Returned
ORD00258,CUST0026,PRD0008,2026-05-06,1,2013.05,5.0,Completed
ORD00259,CUST0217,PRD0012,2026-08-15,2,3717.87,15.0,Completed
ORD00260,CUST0117,PRD0005,2025-11-06,2,2020.45,15.0,Completed
ORD00261,CUST0068,PRD0004,2026-01-11,1,6852.73,0.0,Completed
ORD00262,CUST0155,PRD0051,2025-12-25,2,6491.84,0.0,Completed
ORD00263,CUST0056,PRD0042,2025-06-28,1,4605.81,5.0,Completed
ORD00264,CUST0097,PRD0036,2026-04-13,1,5758.15,0.0,Completed
ORD00265,CUST0127,PRD0013,2025-11-22,2,4434.32,10.0,Completed
ORD00266,CUST0164,PRD0010,2026-05-31,2,5761.17,5.0,Completed
ORD00267,CUST0084,PRD0051,2026-06-19,3,6491.84,5.0,Completed
ORD00268,CUST0011,PRD0033,2026-06-14,2,2005.79,10.0,Completed
ORD00269,CUST0144,PRD0024,2025-12-22,1,686.07,20.0,Completed
ORD00270,CUST0058,PRD0025,2025-11-08,2,526.88,5.0,Completed
ORD00271,CUST0126,PRD0027,2026-05-15,1,4596.48,0.0,Completed
ORD00272,CUST0057,PRD0005,2026-06-06,1,2020.45,10.0,Completed
ORD00273,CUST0203,PRD0051,2026-01-24,1,6491.84,5.0,Completed
ORD00274,CUST0127,PRD0042,2026-07-13,1,4605.81,15.0,Completed
ORD00275,CUST0036,PRD0017,2025-08-13,1,912.42,10.0,Cancelled
ORD00276,CUST0072,PRD0002,2026-07-08,2,1360.82,15.0,Completed
ORD00277,CUST0198,PRD0013,2025-07-20,1,4434.32,0.0,Completed
ORD00278,CUST0023,PRD0024,2025-08-18,1,686.07,10.0,Completed
ORD00279,CUST0154,PRD0050,2026-02-12,1,6637.65,10.0,Completed
ORD00280,CUST0127,PRD0013,2025-07-06,1,4434.32,10.0,Completed
ORD00281,CUST0117,PRD0034,2025-06-28,3,655.7,5.0,Completed
ORD00282,CUST0143,PRD0023,2025-12-31,1,1977.17,5.0,Completed
ORD00283,CUST0184,PRD0002,2026-05-26,1,1360.82,0.0,Completed
ORD00284,CUST0147,PRD0051,2025-06-19,2,6491.84,0.0,Completed
ORD00285,CUST0043,PRD0005,2026-04-05,1,2020.45,5.0,Returned
ORD00286,CUST0070,PRD0051,2026-06-15,3,6491.84,0.0,Completed
ORD00287,CUST0168,PRD0023,2025-08-25,1,1977.17,15.0,Completed
ORD00288,CUST0018,PRD0043,2025-08-15,1,475.04,0.0,Completed
ORD00289,CUST0047,PRD0005,2026-06-30,1,2020.45,5.0,Completed
ORD00290,CUST0204,PRD0016,2026-06-15,1,2062.6,0.0,Completed
ORD00291,CUST0143,PRD0054,2026-02-14,1,3775.54,5.0,Completed
ORD00292,CUST0047,PRD0011,2026-06-13,1,9472.34,5.0,Completed
ORD00293,CUST0117,PRD0036,2025-07-19,3,5758.15,5.0,Completed
ORD00294,CUST0176,PRD0024,2025-12-12,1,686.07,0.0,Returned
ORD00295,CUST0197,PRD0043,2026-05-11,2,475.04,15.0,Completed
ORD00296,CUST0143,PRD0005,2025-10-08,2,2020.45,10.0,Completed
ORD00297,CUST0126,PRD0017,2026-05-17,1,912.42,15.0,Completed
ORD00298,CUST0118,PRD0042,2026-01-30,3,4605.81,0.0,Completed
ORD00299,CUST0094,PRD0011,2026-05-16,1,9472.34,10.0,Completed
ORD00300,CUST0118,PRD0040,2026-01-12,1,1731.63,0.0,Completed
ORD00301,CUST0044,PRD0055,2025-11-29,1,5178.41,0.0,Completed
ORD00302,CUST0069,PRD0036,2025-09-20,1,5758.15,0.0,Completed
ORD00303,CUST0009,PRD0039,2025-09-14,3,575.52,0.0,Completed
ORD00304,CUST0122,PRD0047,2026-05-16,2,3143.69,5.0,Completed
ORD00305,CUST0218,PRD0007,2025-08-01,1,2343.73,0.0,Completed
ORD00306,CUST0117,PRD0016,2025-07-15,1,2062.6,5.0,Returned
ORD00307,CUST0178,PRD0004,2025-08-30,2,6852.73,10.0,Completed
ORD00308,CUST0083,PRD0011,2025-08-29,2,9472.34,0.0,Completed
ORD00309,CUST0164,PRD0001,2026-06-15,1,1303.73,0.0,Completed
ORD00310,CUST0045,PRD0023,2025-12-13,1,1977.17,10.0,Completed
ORD00311,CUST0028,PRD0011,2026-08-21,1,9472.34,0.0,Completed
ORD00312,CUST0182,PRD0043,2025-08-10,1,475.04,10.0,Completed
ORD00313,CUST0150,PRD0055,2026-04-05,2,5178.41,0.0,Completed
ORD00314,CUST0114,PRD0005,2026-01-05,1,2020.45,0.0,Completed
ORD00315,CUST0094,PRD0002,2025-12-11,1,1360.82,0.0,Completed
ORD00316,CUST0205,PRD0051,2026-07-06,1,6491.84,15.0,Completed
ORD00317,CUST0074,PRD0003,2026-08-15,1,3034.38,0.0,Completed
ORD00318,CUST0065,PRD0014,2026-07-05,1,6201.66,5.0,Completed
ORD00319,CUST0018,PRD0015,2025-09-06,3,822.98,15.0,Completed
ORD00320,CUST0052,PRD0050,2025-09-20,1,6637.65,10.0,Completed
ORD00321,CUST0068,PRD0023,2026-04-06,1,1977.17,0.0,Completed
ORD00322,CUST0033,PRD0035,2025-10-23,1,1950.89,5.0,Completed
ORD00323,CUST0144,PRD0033,2026-05-09,2,2005.79,0.0,Completed
ORD00324,CUST0018,PRD0037,2026-02-27,1,1038.12,5.0,Completed
ORD00325,CUST0097,PRD0040,2026-02-20,1,1731.63,15.0,Completed
ORD00326,CUST0033,PRD0051,2026-06-17,1,6491.84,15.0,Returned
ORD00327,CUST0186,PRD0047,2026-04-29,2,3143.69,5.0,Completed
ORD00328,CUST0170,PRD0011,2025-06-14,3,9472.34,10.0,Completed
ORD00329,CUST0170,PRD0031,2025-06-26,2,7159.37,0.0,Completed
ORD00330,CUST0052,PRD0021,2026-03-14,1,8486.46,0.0,Completed
ORD00331,CUST0219,PRD0038,2026-01-22,1,1768.06,10.0,Completed
ORD00332,CUST0136,PRD0028,2025-10-09,2,6533.23,10.0,Completed
ORD00333,CUST0010,PRD0029,2025-12-22,1,4297.64,0.0,Completed
ORD00334,CUST0219,PRD0012,2026-05-19,2,3717.87,0.0,Completed
ORD00335,CUST0017,PRD0003,2026-06-16,1,3034.38,5.0,Completed
ORD00336,CUST0199,PRD0046,2026-02-24,1,5980.45,0.0,Completed
ORD00337,CUST0169,PRD0052,2025-12-07,2,8157.57,0.0,Completed
ORD00338,CUST0104,PRD0005,2025-10-14,2,2020.45,5.0,Completed
ORD00339,CUST0058,PRD0046,2026-02-07,1,5980.45,0.0,Completed
ORD00340,CUST0069,PRD0012,2025-11-04,2,3717.87,0.0,Completed
ORD00341,CUST0114,PRD0013,2026-02-25,2,4434.32,10.0,Completed
ORD00342,CUST0199,PRD0055,2026-04-15,1,5178.41,5.0,Completed
ORD00343,CUST0036,PRD0038,2025-07-05,3,1768.06,0.0,Completed
ORD00344,CUST0018,PRD0042,2025-09-16,1,4605.81,0.0,Returned
ORD00345,CUST0015,PRD0028,2026-07-14,1,6533.23,10.0,Completed
ORD00346,CUST0144,PRD0051,2026-04-02,2,6491.84,0.0,Completed
ORD00347,CUST0009,PRD0008,2025-08-27,1,2013.05,0.0,Completed
ORD00348,CUST0172,PRD0037,2026-07-12,3,1038.12,5.0,Completed
